Moviename'; 'Userscore';Author'
salt;8;JasonW
district-9;10;PaulS
the-hunger-games;10;FreedomFighters
avatar;10;KyleA
avatar;10;ArielR
avatar;10;HarryM.
the-kids-are-all-right;10;MovieGuys
inglourious-basterds;10;Civerts
easy-a;8;Trev29
the-kids-are-all-right;10;hanneguacamole
district-9;9;Fantasy
the-a-team;9;TheQuietGamer
salt;8;Beats
harry-potter-and-the-half-blood-prince;8;SEROJ
district-9;8;BrianM
avatar;10;DetlefM
inglourious-basterds;10;StevenF
avatar;10;JohnnyR
avatar;10;MaciejB.
watchmen;10;PattyH
avatar;10;joeh.
iron-man-2;8;FreedomFighters
harry-potter-and-the-half-blood-prince;10;DibbHansen
avatar;10;MaxP.
red;8;smijatov
avatar;10;BillN
easy-a;8;CineAutoctono
buried;8;grandpajoe6191
avatar;10;SuzyS
easy-a;8;EpicLadySponge
buried;10;FrozenStar90
avatar;10;BradC.
avatar;10;Zach
the-a-team;8;oxana
easy-a;9;MasterRiley
avatar;10;AndyW.
avatar;10;KenS.
star-trek;10;DavidW.
district-9;10;MattK
avatar;10;JoshW.
red;10;Tss5078
avatar;10;MariyaD.
harry-potter-and-the-half-blood-prince;9;SythusRATINGS
let-me-in;9;heyitsmegrif4
avatar;10;MarkS
avatar;10;Dalek
watchmen;10;KeithP
conviction;9;Tss5078
avatar;10;LouisM.
harry-potter-and-the-half-blood-prince;9;homer4president
avatar;10;Eliasc
star-trek;8;HyperS
district-9;9;AnonymousMC
avatar;10;KarolinaS
harry-potter-and-the-half-blood-prince;8;MovieManiac83
enter-the-void;9;mrnice
avatar;10;LeeM.
scott-pilgrim-vs-the-world;10;Tokyochuchu
district-9;9;Chris
inglourious-basterds;10;cameronmorewood
avatar;10;TimL
inglourious-basterds;9;YoursTruly
harry-potter-and-the-half-blood-prince;8;EpicLadySponge
avatar;10;KennethS
buried;9;MetalMan95
avatar;10;MarcoM
scott-pilgrim-vs-the-world;8;CursedKnight187
let-me-in;8;Halfwelshman
avatar;10;DavidP
scott-pilgrim-vs-the-world;9;lovemusic
welcome-to-the-rileys;10;YoursTruly
let-me-in;8;davenbettridge
avatar;10;CarolH
avatar;10;ESIF
iron-man-2;8;homer4president
avatar;10;JoshuaC
avatar;10;JoseM.
scott-pilgrim-vs-the-world;8;Delta_Assault
the-a-team;8;Meth-dude
harry-potter-and-the-half-blood-prince;10;Futuredirector
scott-pilgrim-vs-the-world;9;StevenF
inglourious-basterds;8;Compi24
buried;9;TheQuietGamer
avatar;10;ElliotB.
inglourious-basterds;10;worleyjamers
watchmen;9;JohnD
avatar;10;KevinP
inglourious-basterds;10;TheWalrus2000
avatar;10;Brady
iron-man-2;8;Epik_Ninnja
avatar;10;MariaO
scott-pilgrim-vs-the-world;8;moonman1994
buried;9;KendylKlownfish
harry-potter-and-the-half-blood-prince;10;SonicHD7
avatar;10;MichaelD.
scott-pilgrim-vs-the-world;8;dev92
i-love-you-phillip-morris;8;grandpajoe6191
harry-potter-and-the-deathly-hallows-part-i;9;MovieLonely94
black-swan;9;smijatov
never-let-me-go;8;EssenceOfSugar
avatar;8;JamesH.
the-kings-speech;10;worleyjamers
megamind;9;Zilcell
the-last-airbender;8;JohnM
avatar;10;JohnH.
the-kings-speech;10;MovieGuys
avatar;9;ThomasZ.
harry-potter-and-the-deathly-hallows-part-i;10;potatoes351
the-kings-speech;10;BrendanL
avatar;10;RiFfD
let-me-in;10;LuisB
the-kings-speech;10;JawsPapi87
tron-legacy;10;ESS180
black-swan;10;beingryanjude
avatar;10;Jack
harry-potter-and-the-deathly-hallows-part-i;10;Judddy
black-swan;9;grandpajoe6191
never-let-me-go;9;Spangle
avatar;10;BrunoB.
due-date;8;MetalMan95
the-kings-speech;8;grandpajoe6191
avatar;10;JohnE.
avatar;10;XavierE.
salt;9;LondonTruelove
avatar;10;FranciscoS.
inglourious-basterds;8;MovieGuys
avatar;10;Bama72
scott-pilgrim-vs-the-world;9;nunchuks
avatar;10;JasonP
the-kings-speech;10;VAFranky
avatar;10;RayferdD
megamind;8;gm101
buried;8;FilmVirtue
avatar;10;Caleb
avatar;10;HuwjE
avatar;10;DeanB.
scott-pilgrim-vs-the-world;9;MetalMan95
the-chronicles-of-narnia-the-voyage-of-the-dawn-treader;10;gm101
avatar;10;AnneL.
the-kings-speech;10;smijatov
avatar;10;MichaelR
love-and-other-drugs;9;kingshahid
the-chronicles-of-narnia-the-voyage-of-the-dawn-treader;10;MovieLonely94
harry-potter-and-the-deathly-hallows-part-i;9;heyitsmegrif4
avatar;10;SeanS
the-kings-speech;10;MichaelD
watchmen;9;MattK
avatar;10;KeeganB
star-trek;9;mobius
avatar;10;MichaelB.
inglourious-basterds;10;SythusRATINGS
avatar;10;Yeahisaidit
let-me-in;8;Potter17
somewhere;9;StevenF
avatar;10;MichaelF.
avatar;10;KellyA
i-love-you-phillip-morris;8;oxana
the-kings-speech;8;ovi_bz
the-last-airbender;10;BobM
avatar;10;mobius
harry-potter-and-the-deathly-hallows-part-i;9;gm101
avatar;10;GrayZ
avatar;10;JohnL
avatar;10;AndoniA
inglourious-basterds;9;MovieManiac83
watchmen;10;AnonymousMC
avatar;10;DanK
tron-legacy;9;TheQuietGamer
red;9;Juanolo
avatar;10;VincentR
avatar;10;MikeE
megamind;8;ESS180
avatar;10;CodyH
love-and-other-drugs;8;oxana
avatar;10;AleckM
inglourious-basterds;8;hanneguacamole
i-love-you-phillip-morris;8;Meth-dude
harry-potter-and-the-deathly-hallows-part-i;10;CRL
avatar;10;Enrique
harry-potter-and-the-deathly-hallows-part-i;8;JawsPapi87
red;10;Rikiege
avatar;10;Ms.VJ
avatar;10;PiaV
the-kings-speech;9;ERG1008
watchmen;9;DylanB
avatar;10;exorcist
harry-potter-and-the-deathly-hallows-part-i;8;spadenx
tron-legacy;8;MichaelD
avatar;10;JacobA.
black-swan;9;heyitsmegrif4
avatar;10;TomF.
avatar;10;FrankB.
red;10;MovieGuys
avatar;10;ChristineB
avatar;10;Ricka
scott-pilgrim-vs-the-world;9;Film_Fanatic_15
let-me-in;9;Compi24
salt;8;MovieGuys
avatar;10;kwokl
avatar;10;YvesC
avatar;10;SamH
due-date;8;oxana
avatar;10;PatrickEM.
star-trek;10;AnonymousMC
avatar;10;JameyG.
avatar;10;garyd
the-chronicles-of-narnia-the-voyage-of-the-dawn-treader;9;DibbHansen
avatar;10;AlexBi
the-kings-speech;10;Bama72
megamind;8;Jacob
avatar;10;DiasN
avatar;10;JulienF.
star-trek;10;John
tron-legacy;9;Violett
avatar;10;FrankZ
avatar;10;AdamK
due-date;8;Meth-dude
avatar;10;ColeW.
avatar;10;RudolfB.
thor;9;TheQuietGamer
avatar;10;CraigL
thor;9;heyitsmegrif4
avatar;10;ChrisD.
district-9;9;JoeM
the-diving-bell-and-the-butterfly;10;MattF
paul;9;roddersj04
watchmen;10;Tokyochuchu
avatar;10;TitoM.
the-kings-speech;8;FDT44
watchmen;9;JonnyFendi
avatar;10;JohnnyP
battle-los-angeles;8;TheCritic1
avatar;10;amarl
avatar;10;JohnW
harry-potter-and-the-deathly-hallows-part-i;8;zombiehampster
the-adjustment-bureau;8;juliankleiss
watchmen;9;Jcrank42210
avatar;10;LisaS
scott-pilgrim-vs-the-world;8;davenbettridge
rango;10;gm101
watchmen;10;spacecaptain
avatar;10;ElliotP
scott-pilgrim-vs-the-world;10;CRL
barneys-version;9;Halfwelshman
megamind;8;MovieGuys
watchmen;8;Halfwelshman
avatar;10;JakeN
the-diving-bell-and-the-butterfly;10;[Anonymous]
unknown-2011;8;Bama72
the-kings-speech;9;Bathmat
avatar;10;JohanR
the-kings-speech;8;JonnyFendi
black-swan;10;Gary
avatar;10;ChrisP
scott-pilgrim-vs-the-world;8;J-Shap
the-kings-speech;8;juliankleiss
avatar;10;MattM
source-code;8;Compi24
sucker-punch;8;Jcrank42210
the-last-airbender;8;TheQuietGamer
watchmen;8;oxana
watchmen;10;imthenoob
the-company-men;8;Spangle
battle-los-angeles;8;Hasriona
the-diving-bell-and-the-butterfly;10;DavidS.
district-9;10;Aaron
district-9;10;JH
watchmen;10;TheWalrus2000
district-9;10;AnonymousMC
battle-los-angeles;8;Delta_Assault
thor;9;ESS180
harry-potter-and-the-deathly-hallows-part-i;9;mjadri
rango;8;lovemusic
rango;8;Halfwelshman
harry-potter-and-the-deathly-hallows-part-i;9;scbrother
district-9;10;JohnH.
harry-potter-and-the-deathly-hallows-part-i;8;sreekiran
the-kings-speech;8;sreekiran
the-kings-speech;8;Jacob
the-diving-bell-and-the-butterfly;10;cameronmorewood
the-diving-bell-and-the-butterfly;9;Iky009
rango;10;Zilcell
district-9;10;Joey
rango;8;heyitsmegrif4
the-diving-bell-and-the-butterfly;9;EpicLadySponge
avatar;10;CodyP
district-9;10;JakeN
avatar;10;SpencerS.
the-kings-speech;9;USG
avatar;10;NickH
scott-pilgrim-vs-the-world;8;Spangle
avatar;10;SteveC.
rango;8;grandpajoe6191
avatar;10;AliceM.
district-9;9;BryanK
scott-pilgrim-vs-the-world;10;Garian
avatar;10;JamieH.
avatar;10;RoccoM.
scott-pilgrim-vs-the-world;8;Iky009
avatar;10;AryehJ
black-swan;10;Bama72
avatar;10;BilalM
hugo;9;Halfwelshman
thor;10;gm101
rango;9;FrozenStar90
avatar;10;tesfahung
avatar;10;PaulF.
the-kings-speech;8;Khunter4382
avatar;10;MattO
tron-legacy;10;gm101
paul;10;Dalek
star-trek;9;MarkM.
avatar;10;TiffanyH
avatar;10;JackB
hugo;8;Potter17
rango;9;ESS180
the-kings-speech;10;Hasriona
unknown-2011;8;csw12
avatar;10;AlexM.
fast-five;8;lovemusic
watchmen;8;Th3GreenHorne7
paul;9;TheQuietGamer
avatar;8;KG
the-kings-speech;8;Potter17
scott-pilgrim-vs-the-world;10;bfoore90
avatar;10;AlanO.
hugo;9;cub317
black-swan;9;JonnyFendi
paul;10;TheNewSpielberg
unknown-2011;9;Rikiege
star-trek;10;MiguelG
source-code;8;Halfwelshman
avatar;9;ScottQ
avatar;8;JuliaJ.
district-9;10;SteveF
avatar;10;CMena
sucker-punch;8;GregA
avatar;10;PatrickD.
scream-4;10;Rikiege
avatar;10;LarryP.
source-code;8;davenbettridge
avatar;10;SheldonW.
avatar;10;DanL
avatar;10;AndrewM
the-kings-speech;10;spadenx
avatar;10;DavidB
the-adjustment-bureau;8;Spangle
avatar;10;RickS.
battle-los-angeles;10;Gregory
source-code;9;JAM123
avatar;10;KevinC.
the-kings-speech;10;imthenoob
avatar;10;RobertU.
the-kings-speech;10;beingryanjude
avatar;10;AndyD.
avatar;10;GaryE.
avatar;10;mauroq
district-9;9;MarkS
avatar;10;TheKing1
scream-4;9;Trev29
black-swan;8;VAFranky
avatar;10;TurdF
the-kings-speech;10;jfrotylpe532
district-9;10;JohnK
avatar;10;ArneC
the-kings-speech;10;Compi24
paul;9;Zilcell
the-adjustment-bureau;8;MovieGuys
source-code;9;joelschnick
scott-pilgrim-vs-the-world;9;MasterRiley
avatar;10;DI
paul;8;StevenF
the-adjustment-bureau;8;Meth-dude
star-trek;9;AdamC
avatar;10;GP
avatar;10;RicM
avatar;10;BishopB
paul;8;oxana
star-trek;10;M.A
avatar;10;LightM.
avatar;10;NeomarH
harry-potter-and-the-deathly-hallows-part-i;8;Ruler101
avatar;10;LeeC
avatar;10;AjR
avatar;10;BobN.
the-kings-speech;10;hanneguacamole
paul;9;Rox22
avatar;10;YannickV
water-for-elephants;8;Creativita
avatar;10;RonC
hugo;9;jfrotylpe532
avatar;10;AlexH
hugo;8;Compi24
fast-five;8;Tokyochuchu
avatar;10;AlekhK
hugo;10;worleyjamers
black-swan;10;Goldheart
star-trek;10;ChrisC
avatar;10;Eric
avatar;10;JB
avatar;10;SpandanS.
harry-potter-and-the-deathly-hallows-part-i;8;Creativita
avatar;10;JosefM.
harry-potter-and-the-deathly-hallows-part-i;9;TheQuietGamer
fast-five;8;codfather96
avatar;10;DarrelR.
avatar;10;JoshuaSomething
harry-potter-and-the-deathly-hallows-part-i;9;Tokyochuchu
avatar;10;samr
avatar;10;RikK
avatar;10;VincentP
hugo;8;JonnyFendi
tron-legacy;8;roddersj04
avatar;10;MHS
avatar;10;PetroM
thor;8;Tokyochuchu
avatar;10;GeorgeA
fast-five;9;Khunter4382
avatar;10;OwenB
tucker-dale-vs-evil;10;imthenoob
hugo;10;JawsPapi87
avatar;10;Jose
rango;9;SEROJ
avatar;10;JT.
avatar;10;JoeyV
paul;9;Meth-dude
hugo;10;StevenF
avatar;10;LarryF
rango;10;StevenF
avatar;10;JakeS
paul;8;Th3GreenHorne7
avatar;10;TomR
district-9;10;RileyG.
our-idiot-brother;10;TheGorilla
avatar;10;BobC
avatar;10;DanB
our-idiot-brother;9;TheQuietGamer
avatar;10;PeterO.
avatar;10;EddieS
source-code;9;Bama72
district-9;8;ArkonBlade
rango;8;Spangle
avatar;10;GustavoT
source-code;8;USG
district-9;10;1966Zodiac
avatar;10;GT
avatar;10;AlexG.
beginners;8;Halfwelshman
avatar;10;RaniS
rango;8;worleyjamers
bridesmaids;8;davenbettridge
avatar;10;AndrewT
district-9;8;MetalMan95
avatar;10;TinaC.
avatar;10;EliJ.
avatar;10;JoeMcNuts
rango;10;FreedomFighters
hugo;10;Doehl
avatar;10;AidanC.
district-9;8;Judddy
hugo;10;Juanolo
avatar;10;PaulD.
district-9;10;KateM
avatar;10;RalphT
harry-potter-and-the-deathly-hallows-part-i;9;Ridz43
district-9;8;MovieLonely94
rango;8;Meth-dude
hugo;9;ObbiePR18
avatar;10;JasonB.
tucker-dale-vs-evil;9;FilmVirtue
avatar;10;hugor.
source-code;9;EssenceOfSugar
district-9;9;TheGorilla
our-idiot-brother;8;Trev29
beginners;8;EssenceOfSugar
rango;9;MovieManiac83
avatar;10;AaronP
district-9;9;Tokyochuchu
rango;8;EpicLadySponge
thor;8;Khunter4382
avatar;10;te
avatar;9;erikas
source-code;10;Zilcell
tucker-dale-vs-evil;10;Meth-dude
hugo;8;Spangle
hugo;10;Iky009
black-swan;8;lovemusic
avatar;10;BenjaminB
district-9;9;TheNewSpielberg
fast-five;8;Zilcell
avatar;10;RandomAnon
avatar;10;RobertoV
the-smurfs;8;TheQuietGamer
tucker-dale-vs-evil;9;TheQuietGamer
beginners;8;Spangle
hugo;9;Summersausage
avatar;10;RazvT
source-code;9;StevenF
fast-five;8;StevenF
avatar;10;ClaudioC
hugo;9;bsykes91
bridesmaids;9;StevenF
avatar;10;SergiyU
avatar;10;GilbertR
district-9;8;Alexander_N
black-swan;9;kingshahid
avatar;10;TroyP
source-code;8;mrnice
district-9;8;davenbettridge
avatar;10;JonathanV
harry-potter-and-the-deathly-hallows-part-i;9;Hasriona
district-9;8;pwnstar
black-swan;10;TheGorilla
avatar;10;BobZ
district-9;8;LevelsAndGear
thor;8;Halfwelshman
harry-potter-and-the-deathly-hallows-part-i;9;Potter17
fast-five;10;Juanolo
bridesmaids;9;Khunter4382
scream-4;8;GagaForGhibli
bridesmaids;9;Halfwelshman
the-smurfs;9;GagaForGhibli
battle-los-angeles;8;ESS180
source-code;8;Rox22
avatar;10;RobertoS.
district-9;9;Hyperbole
hugo;8;EpicLadySponge
black-swan;10;Roeyl
avatar;10;DaveJ.
harry-potter-and-the-deathly-hallows-part-i;9;Zilcell
avatar;10;AndrewT.
district-9;8;beingryanjude
harry-potter-and-the-deathly-hallows-part-i;10;StevenF
avatar;10;AlexD.
district-9;9;csw12
tron-legacy;9;Khunter4382
avatar;10;DanC.
courageous;9;TheQuietGamer
avatar;10;BillH.
avatar;10;KyleW.
district-9;9;Official
war-horse;8;Compi24
bridesmaids;8;Tss5078
black-swan;9;aaronpaul121
avatar;10;BrintonC.
district-9;10;GagaForGhibli
war-horse;9;worleyjamers
the-help;9;Spielberg00
black-swan;8;Halfwelshman
avatar;10;KennyS.
source-code;8;Meth-dude
avatar;10;AbbudA.
scream-4;8;MovieGuys
avatar;10;JA
fast-five;10;bfoore90
avatar;10;joshL
district-9;9;dev92
tron-legacy;8;oxana
avatar;10;RonnieR
tron-legacy;8;imthenoob
black-swan;9;J-Shap
avatar;10;JohnnyF.
district-9;10;Compi24
courageous;8;Zilcell
black-swan;10;Potter17
avatar;10;OwenP.
district-9;9;worleyjamers
avatar;10;IrisB.S.
battle-los-angeles;8;Mrsoandso
source-code;8;EpicLadySponge
district-9;10;TheWalrus2000
avatar;10;FilipeR.
friends-with-benefits;8;cameronmorewood
bridesmaids;9;beingryanjude
avatar;10;SR
avatar;10;KielB.
harry-potter-and-the-deathly-hallows-part-i;10;jfrotylpe532
bridesmaids;8;Trev29
avatar;10;JoshD
fast-five;9;Blanche
district-9;9;BradySmith
courageous;10;jc15
avatar;10;CharlesL.
fast-five;9;Futuredirector
bridesmaids;10;GagaForGhibli
avatar;10;ManthaHendrix
avatar;10;DennisH.
avatar;10;didierB.
avatar;10;PatrickO.
district-9;9;NimbleReview
avatar;10;Shawns
avatar;10;WillK.
district-9;8;ypomoni
tron-legacy;10;DibbHansen
avatar;10;LenP.
bridesmaids;8;Compi24
black-swan;8;csw12
avatar;10;JasonA
black-swan;9;Trev29
avatar;10;MoisesA
avatar;10;StefanZ
avatar;10;BrentA
abduction;8;GagaForGhibli
avatar;10;VictorM
district-9;9;ingie44
harry-potter-and-the-deathly-hallows-part-i;10;DibbHansen
black-swan;10;GagaForGhibli
avatar;10;WillowK
war-horse;8;EpicLadySponge
black-swan;9;Spangle
avatar;10;RubenS
harry-potter-and-the-deathly-hallows-part-i;9;FreedomFighters
the-big-year;9;TheQuietGamer
avatar;10;BillyS
thor;8;Delta_Assault
avatar;10;LindaP.
district-9;10;Meth-dude
black-swan;8;JawsLaxerDrama
avatar;10;Greg
district-9;9;PrivateJoker
tron-legacy;8;Th3GreenHorne7
real-steel;8;JonnyFendi
black-swan;10;worleyjamers
avatar;10;IamheA
transformers-dark-of-the-moon;10;AceIsCoolPro
avatar;10;TylerT
district-9;9;SythusRATINGS
avatar;10;ZacsM
avatar;10;DennisD
the-thing;8;Khunter4382
avatar;10;AllStar
harry-potter-and-the-deathly-hallows-part-i;9;SythusRATINGS
avatar;10;Aaron
abduction;8;Tss5078
the-big-year;8;Tokyochuchu
bridesmaids;8;BarneyOnMT
avatar;10;camh
the-help;9;Bama72
avatar;10;BobM
harry-potter-and-the-deathly-hallows-part-i;8;homer4president
5050;8;FDT44
the-help;10;TheQuietGamer
avatar;10;JoelC
district-9;8;hanneguacamole
avatar;10;BenF
avatar;10;Taman
avatar;10;KeithP
harry-potter-and-the-deathly-hallows-part-i;8;Rutger-Kikkert
black-swan;8;Viper8787
avatar;10;CerenE
avatar;10;MichaelF.
harry-potter-and-the-deathly-hallows-part-i;8;EpicLadySponge
avatar;10;AHett
the-help;8;Khunter4382
avatar;10;WillD
a-very-harold-kumar-christmas;8;spadenx
the-help;8;aaronpaul121
avatar;10;PeterN
black-swan;10;hanneguacamole
avatar;10;KieranP
avatar;10;BrettB
harry-potter-and-the-deathly-hallows-part-i;9;SonicHD7
avatar;10;NicholasG
district-9;8;CineAutoctono
avatar;10;TroelsS.
in-time;9;Violett
district-9;9;EpicLadySponge
5050;8;TheQuietGamer
black-swan;8;EpicLadySponge
avatar;10;SamR.
5050;8;Tokyochuchu
avatar;10;AdamS
a-very-harold-kumar-christmas;9;djcmusic
avatar;10;DaveG
in-time;8;Zilcell
take-shelter;9;beingryanjude
sucker-punch;8;JonnyFendi
a-very-harold-kumar-christmas;8;imthenoob
avatar;10;kwill
battle-los-angeles;8;Meth-dude
district-9;9;SonicHD7
take-shelter;8;Trev29
elite-squad-the-enemy-within;9;Iky009
avatar;10;YT
the-help;8;Potter17
avatar;10;ChrisW.
avatar;10;Joey
take-shelter;9;worleyjamers
5050;10;Khunter4382
avatar;9;JohnW.
avatar;10;FrozenStar90
avatar;8;DeVr33z
in-time;9;Tss5078
the-way;8;Halfwelshman
avatar;10;jaibalaji
in-time;8;imthenoob
5050;9;JAM123
avatar;10;mjadri
the-way;10;StevenF
a-very-harold-kumar-christmas;9;MovieGuys
avatar;8;Beats
avatar;9;AceIsCoolPro
drive;10;Halfwelshman
avatar;8;rollingstone82
the-thing;9;ArkonBlade
the-help;9;StevenF
avatar;9;IanM197
the-help;8;Tss5078
chronicle-2012;8;potatoes351
avatar;10;Iqbal
take-shelter;8;Khunter4382
tower-heist;9;gm101
avatar;10;MPVahalik
5050;9;EssenceOfSugar
real-steel;8;oxana
avatar;10;rocky1
avatar;8;gm101
tower-heist;8;TheQuietGamer
drive;10;Khunter4382
avatar;10;movieg
the-help;10;beingryanjude
thor;8;Garian
avatar;10;Judddy
the-three-musketeers;8;TheQuietGamer
the-help;9;Trev29
chronicle-2012;8;anshiman
avatar;10;ESS180
thor;8;Compi24
avatar;9;MovieLonely94
the-help;8;Spangle
avatar;8;Alex6
avatar;10;Clanka
the-help;8;JawsLaxerDrama
the-help;9;worleyjamers
avatar;10;LondonTruelove
paranormal-activity-3;8;davenbettridge
avatar;10;NathanG
the-three-musketeers;8;oxana
paranormal-activity-3;8;Spielberg00
the-help;8;ExKing
avatar;10;Creativita
the-help;9;sil3nt_nick
avatar;8;Roeyl
chronicle-2012;9;Compi24
drive;10;heyitsmegrif4
avatar;8;FDT44
the-help;10;MovieGuys
5050;8;imthenoob
tower-heist;8;Zilcell
melancholia;10;Halfwelshman
in-time;9;potatoes351
drive;10;Juanolo
the-woman-in-black;8;Spangle
the-avengers-2012;8;Tokyochuchu
thor;8;SythusRATINGS
the-cabin-in-the-woods;8;Meth-dude
tower-heist;10;imthenoob
chronicle-2012;9;bfoore90
5050;8;Spangle
in-time;8;MovieGuys
5050;10;cameronmorewood
5050;9;YoursTruly
drive;9;J-Shap
thor;8;EpicLadySponge
5050;10;Compi24
thor;8;BarneyOnMT
5050;8;worleyjamers
thor;8;Futuredirector
5050;8;ncstatemike
avatar;9;Goldheart
melancholia;10;Iswearimsmart
avatar;10;Khunter4382
we-need-to-talk-about-kevin;8;mrnice
new-years-eve;9;GagaForGhibli
avatar;9;pwnstar
tower-heist;8;Meth-dude
we-were-here;9;EpicLadySponge
my-week-with-marilyn;9;heyitsmegrif4
we-need-to-talk-about-kevin;10;Mickey
avatar;8;Delta_Assault
avatar;9;jc15
the-grey;10;Compi24
5050;10;bfoore90
avatar;10;KgnDavel
the-avengers-2012;9;dharma
thor;8;SonicHD7
5050;10;Meth-dude
avatar;9;MediaCritic
avatar;10;Zilcell
melancholia;9;smijatov
avatar;9;dharma
man-on-a-ledge;9;Zilcell
goon;9;TheQuietGamer
avatar;8;Shahnameh
goon;9;TheChaser1985
avatar;10;Tss5078
this-means-war;8;imthenoob
avatar;9;oxana
avatar;8;beingryanjude
we-need-to-talk-about-kevin;8;Tokyochuchu
avatar;8;dudu_95
my-week-with-marilyn;8;beingryanjude
avatar;10;ObbiePR18
the-grey;10;Meth-dude
transformers-dark-of-the-moon;8;MovieLonely94
my-week-with-marilyn;8;Spangle
avatar;10;hardkor33
goon;10;Meth-dude
contraband;8;Tss5078
we-need-to-talk-about-kevin;8;StevenF
avatar;10;BradySmith
avatar;10;UntoldAv3nGer
13-assassins;9;Halfwelshman
we-need-to-talk-about-kevin;8;Tss5078
avatar;10;BestNoob
we-need-to-talk-about-kevin;9;beingryanjude
avatar;10;sil3nt_nick
avatar;10;Violett
avatar;10;lamsokul
transformers-dark-of-the-moon;8;Khunter4382
avatar;10;demk3653
avatar;10;JohnnyStephens
this-means-war;9;oxana
avatar;10;MetalFoX
avatar;10;reviewmatt
we-need-to-talk-about-kevin;8;Spangle
avatar;10;YJGNatera
avatar;8;destinyx
john-carter;8;Rox22
avatar;10;Casual-Critic
we-need-to-talk-about-kevin;9;LaGuerta
avatar;8;DaEagle
avatar;10;demolisher7778
13-assassins;8;J-Shap
avatar;10;Zepheem
13-assassins;9;StevenF
avatar;10;BigDegs29
13-assassins;8;imthenoob
avatar;10;teddyg1996
avatar;8;SkyrimGuy935
the-avengers-2012;9;ArkonBlade
avatar;8;SythusRATINGS
safe-house;8;TheChaser1985
avatar;8;tjman09
13-assassins;9;cameronmorewood
avatar;9;emlugo123
avatar;9;homer4president
13-assassins;9;Zepheem
avatar;8;Epik_Ninnja
avatar;9;hanneguacamole
melancholia;10;mrnice
avatar;10;Th3GreenHorne7
avatar;8;CineAutoctono
avatar;10;Pamuditha007
the-lucky-one;9;GagaForGhibli
avatar;9;ChrisN
melancholia;8;beingryanjude
lockout;8;Juanolo
looper;10;Pixarlover
avatar;8;BFG
melancholia;8;moonman1994
avatar;8;JohnF.
melancholia;9;Spangle
avatar;9;MarcusG.
avatar;9;LyC.
drive;9;cameronmorewood
headhunters-2012;8;Spangle
avatar;9;NicholasF.
les-miserables;9;MovieGuys
melancholia;8;CineAutoctono
avatar;8;MichaelT.
avatar;9;JoeP
the-hole;8;Tss5078
looper;8;smijatov
a-cat-in-paris;8;GagaForGhibli
transformers-dark-of-the-moon;8;TheQuietGamer
avatar;9;DebbieS
drive;10;Tokyochuchu
avatar;8;KenO
avatar;8;EamonnS
avatar;9;AdamR.
looper;8;grandpajoe6191
transformers-dark-of-the-moon;9;Jcrank42210
the-dark-knight-rises;8;grandpajoe6191
madeas-witness-protection;8;TheQuietGamer
chernobyl-diaries;9;Rikiege
the-twilight-saga-breaking-dawn---part-1;9;DibbHansen
john-carter;9;Zilcell
the-raven;9;GagaForGhibli
prometheus;10;Khunter4382
chernobyl-diaries;10;GagaForGhibli
man-of-steel;8;BradySmith
looper;8;moonman1994
looper;10;cameronmorewood
avatar;9;anonymous
rock-of-ages;9;cameronmorewood
avatar;8;BillyO.
ice-age-continental-drift;9;EssenceOfSugar
seeking-a-friend-for-the-end-of-the-world;8;Spangle
avatar;9;DonaldC.
abraham-lincoln-vampire-hunter;8;vahn
transformers-dark-of-the-moon;8;Hasriona
avatar;9;IcemanK.
looper;8;worleyjamers
avatar;8;TristramC
abraham-lincoln-vampire-hunter;8;Zilcell
moonrise-kingdom;8;Tokyochuchu
avatar;9;ChristineK
drive;10;StevenF
avatar;9;NicholasS
avatar;9;KE
avatar;9;DavidF
dark-shadows;8;Trev29
avatar;8;andrewmarkus
john-carter;8;ArkonBlade
avatar;9;NandoP.
john-carter;9;Dalek
avatar;9;NateH.
transformers-dark-of-the-moon;10;Zilcell
battleship;8;Meth-dude
avatar;9;NicoleF.
beasts-of-the-southern-wild;10;cameronmorewood
drive;10;beingryanjude
ted;10;Garian
avatar;9;DaveM
avatar;9;RichP
dreams-of-a-life;8;mrnice
looper;8;Jacob
trouble-with-the-curve;10;Rikiege
diary-of-a-wimpy-kid-dog-days;9;TheQuietGamer
liberal-arts;9;MovieGuys
dark-shadows;8;Necromus
pitch-perfect;8;potatoes351
battleship;8;oxana
transformers-dark-of-the-moon;8;oxana
ice-age-continental-drift;10;Rikiege
avatar;8;OliverS
diary-of-a-wimpy-kid-dog-days;9;Zilcell
pitch-perfect;10;Zilcell
man-of-steel;9;cag11
looper;8;StevenF
looper;8;Tss5078
avatar;9;JohnM
looper;8;oxana
ice-age-continental-drift;8;UntoldAv3nGer
diary-of-a-wimpy-kid-dog-days;8;FreedomFighters
avatar;8;AnonY.
avatar;8;BellaC.
moonrise-kingdom;10;MovieGuys
looper;9;Spangle
the-dark-knight-rises;9;Tokyochuchu
moonrise-kingdom;8;cag11
drive;8;jfrotylpe532
pitch-perfect;8;TheQuietGamer
drive;8;Compi24
diary-of-a-wimpy-kid-dog-days;9;Futuredirector
the-dark-knight-rises;9;CursedKnight187
drive;9;worleyjamers
the-dark-knight-rises;10;Zilcell
the-avengers-2012;8;JonnyFendi
avatar;9;ChretienM.
avatar;8;HughD
avatar;10;SuperRater
looper;8;BradySmith
the-avengers-2012;9;TheChaser1985
